radius_ед. длины,relative_angle_deg,sigma_rr_mpa,sigma_tt_mpa,radial_displacement_ед. длины
261.3042093417631,-4.579998741307465e-13,-2.447177391033572e-06,2.5975653282470427e-07,8.017388872285286
261.88138608175734,-4.579998741307465e-13,-2.4470159051976907e-06,2.565548799548931e-07,7.916612993830172
262.45171069147165,-4.579998741307465e-13,-2.4468979831952333e-06,2.5306650239237747e-07,7.817153506466872
263.01510872430987,-4.579998741307465e-13,-2.4468223495872764e-06,2.493060119201875e-07,7.7190283939115805
263.5715290611496,-4.579998741307465e-13,-2.4467875524789245e-06,2.45287442840238e-07,7.622250810744558
264.12094510265524,-4.579998741307465e-13,-2.4467919991308224e-06,2.4102424743944405e-07,7.526828939406943
264.66334356599435,-4.0711099922733015e-13,-2.4468339881734512e-06,2.3652930064140812e-07,7.4327679982468995
265.19873494614615,-4.0711099922733015e-13,-2.446911738430633e-06,2.3181489402289334e-07,7.3400684840615655
265.72714174281043,-4.0711099922733015e-13,-2.4470234143430632e-06,2.2689275358487887e-07,7.248728272189665
266.24860018532405,-4.0711099922733015e-13,-2.447167148334902e-06,2.2177405232328274e-07,7.158742369127069
266.7631612216924,-4.0711099922733015e-13,-2.447341060703221e-06,2.164694096709192e-07,7.070102794039837
267.27088683593485,-4.0711099922733015e-13,-2.447543275812024e-06,2.1098892520874778e-07,6.982799264065274
267.77184351901536,-4.0711099922733015e-13,-2.4477719365457746e-06,2.0534219317927243e-07,6.896820360026454
268.2661145773479,-4.0711099922733015e-13,-2.4480252167701597e-06,1.9953830677078735e-07,6.812151454513933
268.75378259253785,-4.0711099922733015e-13,-2.448301330333114e-06,1.935858999809471e-07,6.728777761460353
269.23493964774394,-4.0711099922733015e-13,-2.448598539975285e-06,1.874931526842752e-07,6.646682616424691
269.70968494517564,-4.0711099922733015e-13,-2.448915163496125e-06,1.812678118809903e-07,6.565847921354445
270.1781156021703,-4.0711099922733015e-13,-2.449249577987233e-06,1.7491723093868394e-07,6.486255741296381
270.64033769760704,-4.0711099922733015e-13,-2.4496002241567678e-06,1.6844837622606223e-07,6.407886450322279
